id,target,target_clip_id,freq_rank,axis,target_feature,option_1,option_2,option_3,option_4,correct_option,difficulty,southern_merged
11497,đác,v06702,3896,vowel,a,đác,đắc,đức,đốc,1,medium,0
11498,đác,v06702,3896,onset,đ,đác,các,tác,khác,1,easy,0
11499,đác,v06702,3896,final,c,đác,đát,đách,đánh,1,hard,0
11500,cợt,v00956,3897,vowel,ơ,cợt,cột,cật,cụt,1,hard,0
11501,cợt,v00956,3897,onset,c,cợt,đợt,chợt,vợt,1,easy,0
11502,nhím,v03532,3898,vowel,i,nhím,nhóm,nhắm,nhấm,1,easy,0
11503,nhím,v03532,3898,onset,nh,nhím,tím,phím,thím,1,easy,0
11504,nhím,v03532,3898,final,m,nhím,nhí,nhích,nhíp,1,easy,0
11505,toại,v05429,3899,onset,t,toại,thoại,loại,ngoại,1,medium,0
11506,toại,v05429,3899,final,i,toại,toạ,toạc,toạn,1,easy,0
11507,bặt,v00251,3900,vowel,ă,bặt,bạt,biệt,bật,1,medium,0
11508,bặt,v00251,3900,onset,b,bặt,mặt,đặt,chặt,1,easy,0
11509,cỏi,v00919,3901,tone,hoi,cỏi,còi,coi,cõi,1,medium,1
11510,cỏi,v00919,3901,onset,c,cỏi,hỏi,khỏi,giỏi,1,easy,0
11511,xúm,v06416,3902,vowel,u,xúm,xóm,xám,xém,1,easy,0
11512,xúm,v06416,3902,onset,x,xúm,cúm,túm,núm,1,easy,0
11513,xúm,v06416,3902,final,m,xúm,xúc,xú,xúng,1,easy,0
11514,sính,v04830,3903,onset,s,sính,xính,chính,tính,1,medium,0
11515,sính,v04830,3903,final,nh,sính,sín,síp,sít,1,medium,0
11516,mói,v02935,3904,tone,sac,mói,mọi,moi,mõi,1,hard,0
11517,mói,v02935,3904,onset,m,mói,nói,gói,thói,1,easy,0
11518,đùn,v06765,3905,tone,huyen,đùn,đun,đụn,đún,1,hard,0
11519,đùn,v06765,3905,vowel,u,đùn,đàn,đèn,đồn,1,easy,0
11520,đùn,v06765,3905,onset,đ,đùn,ùn,bùn,lùn,1,easy,0
11521,đùn,v06765,3905,final,n,đùn,đùng,đùm,đù,1,medium,0
11522,tru,v05469,3906,tone,ngang,tru,trú,trù,trụ,1,hard,0
11523,tru,v05469,3906,vowel,u,tru,trư,tra,tri,1,medium,0
11524,tru,v05469,3906,onset,tr,tru,chu,thu,khu,1,medium,0
11525,tru,v05469,3906,final,,tru,trung,trum,trun,1,easy,0
11526,đày,v06700,3907,onset,đ,đày,này,ngày,bày,1,easy,0
11527,đày,v06700,3907,final,y,đày,đào,đàn,đà,1,easy,0
11528,xuýt,v06345,3908,onset,x,xuýt,suýt,buýt,tuýt,1,medium,0
11529,thóp,v05203,3909,vowel,o,thóp,thấp,thép,tháp,1,easy,0
11530,thóp,v05203,3909,onset,th,thóp,tóp,góp,bóp,1,medium,0
11531,thóp,v05203,3909,final,p,thóp,thóc,thót,thó,1,easy,0
11532,veo,v06023,3910,tone,ngang,veo,vèo,véo,vẹo,1,hard,0
11533,veo,v06023,3910,onset,v,veo,deo,theo,treo,1,medium,0
11534,veo,v06023,3910,final,o,veo,ven,ve,veng,1,easy,0
11535,dúm,v01148,3911,tone,sac,dúm,dụm,dum,dùm,1,hard,0
11536,dúm,v01148,3911,vowel,u,dúm,dám,dấm,diếm,1,easy,0
11537,dúm,v01148,3911,onset,d,dúm,rúm,cúm,túm,1,medium,0
11538,dúm,v01148,3911,final,m,dúm,dúng,dút,dú,1,easy,0
11539,cặm,v00906,3912,tone,nang,cặm,cắm,cằm,căm,1,hard,0
11540,cặm,v00906,3912,vowel,ă,cặm,cạm,cụm,cộm,1,medium,0
11541,cặm,v00906,3912,onset,c,cặm,dặm,bặm,gặm,1,easy,0
11542,cặm,v00906,3912,final,m,cặm,cặp,cặn,cặt,1,easy,0
11543,lỳ,v02800,3913,tone,huyen,lỳ,ly,lỵ,lỷ,1,hard,0
11544,lỳ,v02800,3913,vowel,y,lỳ,là,lừa,lò,1,easy,0
11545,lỳ,v02800,3913,onset,l,lỳ,kỳ,quỳ,mỳ,1,easy,0
11546,giẻ,v01449,3914,vowel,e,giẻ,giả,giỏ,giở,1,easy,0
11547,giẻ,v01449,3914,onset,gi,giẻ,rẻ,dẻ,trẻ,1,hard,0
11548,thỉ,v05309,3915,tone,hoi,thỉ,thì,thị,thi,1,medium,0
11549,thỉ,v05309,3915,vowel,i,thỉ,thể,thủ,thử,1,easy,0
11550,thỉ,v05309,3915,onset,th,thỉ,tỉ,chỉ,nghỉ,1,medium,0
11551,rịch,v04654,3916,onset,r,rịch,dịch,tịch,lịch,1,medium,0
11552,rịch,v04654,3916,final,ch,rịch,rịt,rịn,rịp,1,medium,0
11553,phin,v04026,3917,vowel,i,phin,phân,phiên,phan,1,easy,0
11554,phin,v04026,3917,onset,ph,phin,tin,xin,in,1,easy,0
11555,phin,v04026,3917,final,n,phin,phinh,phim,phi,1,medium,0
11556,mếu,v03044,3918,vowel,ê,mếu,miếu,máu,mấu,1,medium,0
11557,mếu,v03044,3918,onset,m,mếu,nếu,tếu,sếu,1,easy,0
11558,mếu,v03044,3918,final,u,mếu,mến,mếch,mế,1,easy,0
11559,lự,v02795,3919,tone,nang,lự,lừ,lữ,lư,1,medium,0
11560,lự,v02795,3919,vowel,ư,lự,lợ,lụ,lệ,1,hard,0
11561,lự,v02795,3919,onset,l,lự,nự,sự,dự,1,medium,0
11562,lự,v02795,3919,final,,lự,lực,lựu,lựng,1,easy,0
11563,thố,v05325,3920,tone,sac,thố,thô,thổ,thồ,1,medium,0
11564,thố,v05325,3920,vowel,ô,thố,thớ,thó,thế,1,hard,0
11565,thố,v05325,3920,onset,th,thố,tố,số,phố,1,medium,0
11566,thố,v05325,3920,final,,thố,thống,thối,thốn,1,easy,0
11567,săm,v04863,3921,vowel,ă,săm,sam,sâm,sim,1,medium,0
11568,săm,v04863,3921,onset,s,săm,xăm,năm,chăm,1,medium,0
11569,khảm,v02190,3922,vowel,a,khảm,khẳm,khẩm,khẻm,1,medium,0
11570,khảm,v02190,3922,onset,kh,khảm,cảm,giảm,đảm,1,easy,0
11571,khảm,v02190,3922,final,m,khảm,khả,khảo,khải,1,easy,0
11572,pơ,v04275,3923,vowel,ơ,pơ,pô,pư,pa,1,hard,0
11573,pơ,v04275,3923,onset,p,pơ,cơ,sơ,thơ,1,easy,0
11574,ghẻ,v01345,3924,tone,hoi,ghẻ,ghè,ghé,ghe,1,medium,0
11575,ghẻ,v01345,3924,onset,gh,ghẻ,trẻ,sẻ,vẻ,1,easy,0
11576,hỉ,v01936,3925,tone,hoi,hỉ,hì,hi,hí,1,medium,0
11577,hỉ,v01936,3925,vowel,i,hỉ,hổ,hở,hủ,1,easy,0
11578,hỉ,v01936,3925,onset,h,hỉ,chỉ,nghỉ,tỉ,1,easy,0
11579,chợp,v00711,3926,vowel,ơ,chợp,chập,chộp,chượp,1,hard,0
11580,chợp,v00711,3926,onset,ch,chợp,hợp,lợp,ngợp,1,easy,0
11581,thảy,v05257,3927,tone,hoi,thảy,thày,thay,tháy,1,medium,0
11582,thảy,v05257,3927,onset,th,thảy,tảy,xảy,chảy,1,medium,0
11583,thảy,v05257,3927,final,y,thảy,thảo,thải,thảm,1,easy,0
11584,quặc,v04392,3928,onset,qu,quặc,đặc,mặc,tặc,1,easy,0
11585,quặc,v04392,3928,final,c,quặc,quặt,quặng,quặn,1,medium,0
11586,núc,v03827,3929,vowel,u,núc,nức,nước,nóc,1,medium,0
11587,núc,v03827,3929,onset,n,núc,lúc,phúc,xúc,1,medium,0
11588,núc,v03827,3929,final,c,núc,nút,núp,núm,1,medium,0
11589,vạc,v06149,3930,vowel,a,vạc,vặc,việc,vực,1,medium,0
11590,vạc,v06149,3930,onset,v,vạc,dạc,nhạc,lạc,1,medium,0
11591,vạc,v06149,3930,final,c,vạc,vạch,vạt,vạn,1,hard,0
11592,thui,v05108,3931,onset,th,thui,tui,vui,chui,1,medium,0
11593,thoắt,v05105,3932,onset,th,thoắt,ngoắt,hoắt,khoắt,1,easy,0
11594,ngỗng,v03378,3933,onset,ng,ngỗng,bỗng,rỗng,hỗng,1,easy,0
11595,nớp,v03954,3934,vowel,ơ,nớp,nấp,nốp,nếp,1,hard,0
11596,nớp,v03954,3934,onset,n,nớp,lớp,khớp,chớp,1,medium,0
11597,nớp,v03954,3934,final,p,nớp,nới,nớt,nớ,1,easy,0
11598,mằn,v03029,3935,tone,huyen,mằn,mặn,măn,mẳn,1,hard,0
11599,mằn,v03029,3935,vowel,ă,mằn,màn,miền,mòn,1,medium,0
11600,mằn,v03029,3935,onset,m,mằn,dằn,hằn,nhằn,1,easy,0
11601,thuyển,v05117,3936,tone,hoi,thuyển,thuyền,thuyên,thuyến,1,medium,0
11602,thuyển,v05117,3936,onset,th,thuyển,tuyển,chuyển,uyển,1,medium,0
11603,rọi,v04660,3937,tone,nang,rọi,rói,ròi,roi,1,hard,0
11604,rọi,v04660,3937,onset,r,rọi,dọi,mọi,gọi,1,medium,0
11605,trìu,v05528,3938,vowel,i,trìu,triều,trầu,trừu,1,easy,0
11606,trìu,v05528,3938,onset,tr,trìu,chìu,dìu,rìu,1,medium,0
11607,thẫn,v05273,3939,tone,nga,thẫn,thấn,thân,thần,1,medium,0
11608,thẫn,v05273,3939,onset,th,thẫn,vẫn,dẫn,lẫn,1,easy,0
11609,gặng,v01592,3940,onset,g,gặng,nặng,tặng,đặng,1,easy,0
11610,gặng,v01592,3940,final,ng,gặng,gặp,gặt,gặm,1,easy,0
11611,khăm,v02170,3941,tone,ngang,khăm,khằm,khắm,khẳm,1,hard,0
11612,khăm,v02170,3941,vowel,ă,khăm,kham,khiêm,khâm,1,medium,0
11613,khăm,v02170,3941,onset,kh,khăm,năm,chăm,thăm,1,easy,0
11614,gianh,v01358,3942,onset,gi,gianh,danh,ranh,anh,1,hard,0
11615,gianh,v01358,3942,final,nh,gianh,gian,giang,gia,1,hard,0
11616,guồng,v01495,3943,vowel,uô,guồng,gồng,gừng,gàng,1,medium,0
11617,guồng,v01495,3943,onset,g,guồng,luồng,buồng,cuồng,1,easy,0
11618,biếm,v00033,3944,tone,sac,biếm,biêm,biềm,biểm,1,medium,0
11619,biếm,v00033,3944,vowel,iê,biếm,bám,bấm,bướm,1,easy,0
11620,biếm,v00033,3944,onset,b,biếm,kiếm,chiếm,hiếm,1,easy,0
11621,biếm,v00033,3944,final,m,biếm,biết,biến,biếu,1,easy,0
11622,nhúc,v03560,3945,vowel,u,nhúc,nhức,nhắc,nhóc,1,medium,0
11623,nhúc,v03560,3945,onset,nh,nhúc,lúc,phúc,xúc,1,easy,0
11624,nhúc,v03560,3945,final,c,nhúc,nhút,nhúng,nhún,1,medium,0
11625,khấn,v02199,3946,vowel,â,khấn,khiến,khán,khốn,1,easy,0
11626,khấn,v02199,3946,onset,kh,khấn,vấn,tấn,ấn,1,easy,0
11627,khấn,v02199,3946,final,n,khấn,khấu,khất,khấm,1,easy,0
11628,hấn,v01891,3947,vowel,â,hấn,hớn,hiến,hắn,1,medium,0
11629,hấn,v01891,3947,onset,h,hấn,vấn,tấn,ấn,1,easy,0
11630,hấn,v01891,3947,final,n,hấn,hấp,hấu,hất,1,easy,0
11631,thẹn,v05291,3948,tone,nang,thẹn,thèn,thén,then,1,hard,0
11632,thẹn,v05291,3948,vowel,e,thẹn,thiện,thận,thọn,1,easy,0
11633,thẹn,v05291,3948,onset,th,thẹn,hẹn,vẹn,nghẹn,1,easy,0
11634,quầng,v04376,3949,onset,qu,quầng,tầng,vầng,ầng,1,easy,0
11635,lù,v02567,3950,tone,huyen,lù,lu,lụ,lủ,1,hard,0
11636,lù,v02567,3950,vowel,u,lù,lừ,là,lừa,1,medium,0
11637,lù,v02567,3950,onset,l,lù,dù,phù,tù,1,easy,0
11638,lù,v02567,3950,final,,lù,lùng,lùm,lùn,1,easy,0
11639,bập,v00233,3951,vowel,â,bập,bẹp,bịp,bụp,1,easy,0
11640,bập,v00233,3951,onset,b,bập,tập,nhập,lập,1,easy,0
11641,bập,v00233,3951,final,p,bập,bật,bậc,bận,1,easy,0
11642,ắc,v07007,3952,vowel,ă,ắc,ác,ước,ốc,1,medium,0
11643,ắc,v07007,3952,onset,,ắc,bắc,sắc,khắc,1,easy,0
11644,ắc,v07007,3952,final,c,ắc,ắt,ắp,ắng,1,medium,0
11645,loạng,v02446,3953,tone,nang,loạng,loáng,loàng,loãng,1,hard,0
11646,loạng,v02446,3953,onset,l,loạng,choạng,soạng,nhoạng,1,easy,0
11647,loạng,v02446,3953,final,ng,loạng,loạn,loại,loạt,1,medium,0
11648,thào,v05147,3954,tone,huyen,thào,thảo,thao,thạo,1,hard,0
11649,thào,v05147,3954,onset,th,thào,tào,vào,nào,1,medium,0
11650,thào,v05147,3954,final,o,thào,thành,thà,thày,1,easy,0
11651,ngò,v03280,3955,tone,huyen,ngò,ngo,ngỏ,ngọ,1,hard,0
11652,ngò,v03280,3955,vowel,o,ngò,ngồ,ngờ,ngừa,1,medium,0
11653,ngò,v03280,3955,onset,ng,ngò,trò,bò,lò,1,easy,0
11654,tiều,v05389,3956,tone,huyen,tiều,tiêu,tiểu,tiệu,1,hard,0
11655,tiều,v05389,3956,vowel,iê,tiều,tều,tàu,tầu,1,medium,0
11656,tiều,v05389,3956,onset,t,tiều,thiều,nhiều,điều,1,medium,0
11657,tiều,v05389,3956,final,u,tiều,tiền,tiềm,tiềng,1,easy,0
11658,phom,v04044,3957,vowel,o,phom,phôm,phim,pham,1,medium,0
11659,phom,v04044,3957,onset,ph,phom,bom,com,gom,1,easy,0
11660,phom,v04044,3957,final,m,phom,phong,pho,phon,1,easy,0
11661,mỵ,v03126,3958,tone,nang,mỵ,mỳ,mý,mỹ,1,hard,0
11662,mỵ,v03126,3958,vowel,y,mỵ,mẹ,mộ,mạ,1,easy,0
11663,mỵ,v03126,3958,onset,m,mỵ,quỵ,kỵ,tỵ,1,easy,0
11664,chum,v00440,3959,tone,ngang,chum,chùm,chúm,chụm,1,hard,0
11665,chum,v00440,3959,vowel,u,chum,chăm,chim,châm,1,easy,0
11666,chum,v00440,3959,onset,ch,chum,trum,tum,sum,1,medium,0
11667,chum,v00440,3959,final,m,chum,chung,chu,chun,1,easy,0
11668,gút,v01545,3960,vowel,u,gút,gắt,gót,gát,1,easy,0
11669,gút,v01545,3960,onset,g,gút,hút,phút,rút,1,easy,0
11670,xéo,v06380,3961,tone,sac,xéo,xeo,xẹo,xèo,1,hard,0
11671,xéo,v06380,3961,onset,x,xéo,kéo,béo,khéo,1,easy,0
11672,xéo,v06380,3961,final,o,xéo,xét,xé,xén,1,easy,0
11673,ứa,v07078,3962,vowel,ưa,ứa,ý,á,ứ,1,easy,0
11674,ứa,v07078,3962,onset,,ứa,đứa,chứa,hứa,1,easy,0
11675,tuộc,v05720,3963,vowel,uô,tuộc,tộc,tục,tiệc,1,medium,0
11676,tuộc,v05720,3963,onset,t,tuộc,thuộc,cuộc,buộc,1,medium,0
11677,trạc,v05578,3964,vowel,a,trạc,trặc,trực,trục,1,medium,0
11678,trạc,v05578,3964,onset,tr,trạc,chạc,nhạc,lạc,1,medium,0
11679,trạc,v05578,3964,final,c,trạc,trạch,trạng,trạm,1,medium,0
11680,phùn,v04110,3965,vowel,u,phùn,phần,phiền,phàn,1,easy,0
11681,phùn,v04110,3965,onset,ph,phùn,ùn,bùn,lùn,1,easy,0
11682,phàng,v04061,3966,vowel,a,phàng,phòng,phường,phùng,1,easy,0
11683,phàng,v04061,3966,onset,ph,phàng,hàng,vàng,càng,1,easy,0
11684,phàng,v04061,3966,final,ng,phàng,phàn,phành,phà,1,hard,0
11685,rúp,v04562,3967,vowel,u,rúp,ráp,rắp,rốp,1,easy,0
11686,rúp,v04562,3967,onset,r,rúp,giúp,súp,cúp,1,medium,0
11687,rúp,v04562,3967,final,p,rúp,rút,rúng,rú,1,easy,0
11688,ngoi,v03216,3968,onset,ng,ngoi,coi,soi,voi,1,easy,0
11689,chẻ,v00641,3969,tone,hoi,chẻ,chè,chẽ,che,1,medium,1
11690,chẻ,v00641,3969,vowel,e,chẻ,chể,chỉ,chủ,1,medium,0
11691,chẻ,v00641,3969,onset,ch,chẻ,trẻ,sẻ,vẻ,1,medium,0
11692,nhọt,v03659,3970,vowel,o,nhọt,nhột,nhật,nhiệt,1,medium,0
11693,nhọt,v03659,3970,onset,nh,nhọt,ngọt,lọt,giọt,1,easy,0
11694,nhọt,v03659,3970,final,t,nhọt,nhọc,nhọn,nhọ,1,medium,0
11695,inh,v02019,3971,onset,,inh,sinh,kinh,minh,1,easy,0
11696,inh,v02019,3971,final,nh,inh,in,i,im,1,medium,0
11697,hí,v01808,3972,tone,sac,hí,hi,hị,hỉ,1,hard,0
11698,hí,v01808,3972,vowel,i,hí,hứa,hố,hé,1,easy,0
11699,hí,v01808,3972,onset,h,hí,chí,trí,phí,1,easy,0
11700,hí,v01808,3972,final,,hí,hít,hích,híp,1,easy,0
11701,rạc,v04592,3974,vowel,a,rạc,rực,rục,rộc,1,easy,0
11702,rạc,v04592,3974,onset,r,rạc,dạc,nhạc,lạc,1,medium,0
11703,rạc,v04592,3974,final,c,rạc,rạch,rạt,rạng,1,hard,0
11704,mịch,v03057,3975,onset,m,mịch,tịch,dịch,lịch,1,easy,0
11705,mịch,v03057,3975,final,ch,mịch,mịt,mịn,mị,1,medium,0
11706,lết,v02689,3976,vowel,ê,lết,lét,lít,lát,1,medium,0
11707,lết,v02689,3976,onset,l,lết,nết,kết,hết,1,medium,0
11708,lết,v02689,3976,final,t,lết,lếch,lến,lếp,1,medium,0
11709,cồ,v00928,3977,tone,huyen,cồ,cô,cổ,cộ,1,hard,0
11710,cồ,v00928,3977,vowel,ô,cồ,cờ,cò,cà,1,hard,0
11711,cồ,v00928,3977,onset,c,cồ,hồ,đồ,mồ,1,easy,0
11712,cồ,v00928,3977,final,,cồ,cồn,cồng,cồm,1,easy,0
11713,náy,v03773,3978,tone,sac,náy,nay,nãy,nạy,1,hard,0
11714,náy,v03773,3978,onset,n,náy,láy,máy,cháy,1,medium,0
11715,náy,v03773,3978,final,y,náy,nát,náo,nám,1,easy,0
11716,au,v00008,3979,vowel,a,au,yêu,ưu,âu,1,easy,0
11717,au,v00008,3979,onset,,au,sau,nhau,đau,1,easy,0
11718,au,v00008,3979,final,u,au,anh,an,ai,1,easy,0
11719,đượm,v06799,3980,vowel,ươ,đượm,đậm,đạm,đệm,1,easy,0
11720,rầy,v04614,3981,tone,huyen,rầy,rẩy,rây,rẫy,1,hard,0
11721,rầy,v04614,3981,onset,r,rầy,giầy,dầy,đầy,1,hard,0
11722,rầy,v04614,3981,final,y,rầy,rầm,rầu,rần,1,easy,0
11723,phàm,v04059,3982,tone,huyen,phàm,phạm,pham,phảm,1,hard,0
11724,phàm,v04059,3982,onset,ph,phàm,làm,đàm,hàm,1,easy,0
11725,phàm,v04059,3982,final,m,phàm,phàn,phà,phào,1,easy,0
11726,hửng,v02006,3983,tone,hoi,hửng,hừng,hưng,hứng,1,medium,0
11727,hửng,v02006,3983,vowel,ư,hửng,hủng,hưởng,hỏng,1,medium,0
11728,hửng,v02006,3983,onset,h,hửng,lửng,sửng,ửng,1,easy,0
11729,ngầu,v03341,3984,tone,huyen,ngầu,ngâu,ngẫu,ngấu,1,medium,0
11730,ngầu,v03341,3984,onset,ng,ngầu,đầu,cầu,dầu,1,easy,0
11731,ngầu,v03341,3984,final,u,ngầu,ngầm,ngần,ngầy,1,easy,0
11732,nẹp,v03904,3985,vowel,e,nẹp,nộp,nạp,nập,1,easy,0
11733,nẹp,v03904,3985,onset,n,nẹp,đẹp,hẹp,dẹp,1,easy,0
11734,phũ,v04120,3986,tone,nga,phũ,phú,phụ,phủ,1,medium,1
11735,phũ,v04120,3986,onset,ph,phũ,vũ,cũ,lũ,1,easy,0
11736,hù,v01834,3987,tone,huyen,hù,hủ,hu,hụ,1,hard,0
11737,hù,v01834,3987,vowel,u,hù,hừ,hà,hồ,1,medium,0
11738,hù,v01834,3987,onset,h,hù,dù,phù,tù,1,easy,0
11739,hù,v01834,3987,final,,hù,hùng,hùm,hùn,1,easy,0
11740,quặn,v04394,3988,tone,nang,quặn,quằn,quắn,quăn,1,hard,0
11741,quặn,v04394,3988,vowel,ă,quặn,quận,quyện,quện,1,easy,0
11742,quặn,v04394,3988,onset,qu,quặn,chặn,mặn,lặn,1,easy,0
11743,quặn,v04394,3988,final,n,quặn,quặng,quặc,quặt,1,medium,0
11744,nán,v03768,3989,tone,sac,nán,nạn,nan,nàn,1,hard,0
11745,nán,v03768,3989,vowel,a,nán,nắn,nén,nón,1,medium,0
11746,nán,v03768,3989,onset,n,nán,lán,án,bán,1,medium,0
11747,nán,v03768,3989,final,n,nán,náng,nát,náo,1,medium,0
11748,rộp,v04684,3990,vowel,ô,rộp,rợp,rạp,rập,1,medium,0
11749,rộp,v04684,3990,onset,r,rộp,giộp,dộp,nộp,1,hard,0
11750,rộp,v04684,3990,final,p,rộp,rộng,rộn,rộ,1,easy,0
11751,ợ,v07067,3991,tone,nang,ợ,ớ,ờ,ở,1,hard,0
11752,ợ,v07067,3991,vowel,ơ,ợ,ự,ộ,ạ,1,hard,0
11753,ợ,v07067,3991,onset,,ợ,vợ,trợ,nợ,1,easy,0
11754,hững,v02008,3992,tone,nga,hững,hứng,hưng,hửng,1,medium,1
11755,hững,v02008,3992,vowel,ư,hững,hũng,hãng,hẫng,1,medium,0
11756,hững,v02008,3992,onset,h,hững,những,vững,chững,1,easy,0
11757,tành,v05731,3993,tone,huyen,tành,tanh,tạnh,tánh,1,hard,0
11758,tành,v05731,3993,onset,t,tành,thành,hành,ngành,1,medium,0
11759,tành,v05731,3993,final,nh,tành,tàng,tàn,tài,1,hard,0
11760,mân,v02893,3994,tone,ngang,mân,mần,mấn,mẫn,1,hard,0
11761,mân,v02893,3994,vowel,â,mân,mơn,môn,men,1,medium,0
11762,mân,v02893,3994,onset,m,mân,nhân,dân,thân,1,easy,0
11763,mân,v02893,3994,final,n,mân,mâng,mâu,mây,1,medium,0
11764,xập,v06456,3995,vowel,â,xập,xụp,xẹp,xọp,1,easy,0
11765,xập,v06456,3995,onset,x,xập,sập,tập,nhập,1,medium,0
11766,ù,v06604,3996,tone,huyen,ù,u,ủ,ụ,1,hard,0
11767,ù,v06604,3996,vowel,u,ù,ừ,à,ồ,1,medium,0
11768,ù,v06604,3996,onset,,ù,dù,phù,tù,1,easy,0
11769,ù,v06604,3996,final,,ù,ùn,ùm,ùng,1,easy,0
11770,trồi,v05646,3997,tone,huyen,trồi,trôi,trội,trỗi,1,hard,0
11771,trồi,v05646,3997,vowel,ô,trồi,trời,truồi,trài,1,hard,0
11772,trồi,v05646,3997,onset,tr,trồi,chồi,rồi,hồi,1,medium,0
11773,trịa,v05627,3998,tone,nang,trịa,tría,trỉa,tria,1,medium,0
11774,trịa,v05627,3998,vowel,ia,trịa,trị,trợ,trụ,1,easy,0
11775,trịa,v05627,3998,onset,tr,trịa,chịa,địa,rịa,1,medium,0
11776,ngùn,v03297,3999,vowel,u,ngùn,nguồn,ngàn,ngần,1,easy,0
11777,ngùn,v03297,3999,onset,ng,ngùn,ùn,bùn,lùn,1,easy,0
11778,kìa,v02322,4000,vowel,ia,kìa,kỳ,kì,kề,1,easy,0
11779,kìa,v02322,4000,onset,k,kìa,chìa,thìa,bìa,1,easy,0
11780,xiển,v06299,4001,vowel,iê,xiển,xỉn,xẻn,xủn,1,easy,0
11781,xiển,v06299,4001,onset,x,xiển,triển,biển,khiển,1,easy,0
11782,hên,v01804,4002,tone,ngang,hên,hến,hển,hện,1,medium,0
11783,hên,v01804,4002,vowel,ê,hên,hen,hiên,hơn,1,hard,0
11784,hên,v01804,4002,onset,h,hên,trên,nên,lên,1,easy,0
11785,sậm,v04915,4003,tone,nang,sậm,sầm,sấm,sâm,1,hard,0
11786,sậm,v04915,4003,onset,s,sậm,thậm,chậm,đậm,1,easy,0
11787,sậm,v04915,4003,final,m,sậm,sập,sậy,sật,1,easy,0
11788,mụ,v03104,4004,tone,nang,mụ,mù,mú,mũ,1,hard,0
11789,mụ,v03104,4004,vowel,u,mụ,mự,mẹ,mộ,1,medium,0
11790,mụ,v03104,4004,onset,m,mụ,vụ,phụ,cụ,1,easy,0
11791,mụ,v03104,4004,final,,mụ,mục,mụn,mụt,1,easy,0
11792,gặm,v01591,4005,tone,nang,gặm,gắm,gằm,găm,1,hard,0
11793,gặm,v01591,4005,onset,g,gặm,dặm,bặm,cặm,1,easy,0
11794,gặm,v01591,4005,final,m,gặm,gặp,gặt,gặng,1,easy,0
11795,dả,v01187,4006,tone,hoi,dả,dà,da,dạ,1,medium,0
11796,dả,v01187,4006,vowel,a,dả,dở,dẻ,dể,1,easy,0
11797,dả,v01187,4006,onset,d,dả,giả,vả,rả,1,hard,0
11798,dả,v01187,4006,final,,dả,dải,dảm,dảo,1,easy,0
11799,ngụt,v03400,4007,vowel,u,ngụt,ngọt,ngột,ngặt,1,easy,0
11800,ngụt,v03400,4007,onset,ng,ngụt,hụt,sụt,lụt,1,easy,0
11801,ngụt,v03400,4007,final,t,ngụt,ngục,ngụ,ngụm,1,medium,0
11802,mui,v02853,4008,tone,ngang,mui,mùi,múi,mũi,1,hard,0
11803,mui,v02853,4008,onset,m,mui,vui,tui,chui,1,easy,0
11804,bống,v00302,4009,tone,sac,bống,bông,bỗng,bộng,1,hard,0
11805,bống,v00302,4009,vowel,ô,bống,bóng,biếng,bướng,1,medium,0
11806,bống,v00302,4009,onset,b,bống,sống,thống,chống,1,easy,0
11807,bống,v00302,4009,final,ng,bống,bốn,bố,bối,1,medium,0
11808,dầy,v01201,4010,tone,huyen,dầy,dây,dậy,dấy,1,hard,0
11809,dầy,v01201,4010,onset,d,dầy,vầy,giầy,rầy,1,hard,0
11810,dầy,v01201,4010,final,y,dầy,dầu,dần,dầm,1,easy,0
11811,chườm,v00573,4011,vowel,ươ,chườm,chìm,chùm,chàm,1,easy,0
11812,chườm,v00573,4011,onset,ch,chườm,rườm,nườm,cườm,1,easy,0
11813,sới,v04986,4012,tone,sac,sới,sợi,sơi,sởi,1,hard,0
11814,sới,v04986,4012,onset,s,sới,xới,với,mới,1,medium,0
11815,sới,v04986,4012,final,i,sới,sớm,sớ,sớt,1,easy,0
11816,ngẩng,v03345,4013,final,ng,ngẩng,ngẩn,ngẩm,ngẩy,1,medium,0
11817,áy,v06562,4014,onset,,áy,máy,cháy,váy,1,easy,0
11818,áy,v06562,4014,final,y,áy,án,áp,áo,1,easy,0
11819,đĩnh,v06779,4015,tone,nga,đĩnh,đính,định,đình,1,medium,0
11820,đĩnh,v06779,4015,onset,đ,đĩnh,lĩnh,tĩnh,vĩnh,1,easy,0
11821,lủi,v02779,4016,tone,hoi,lủi,lùi,lui,lụi,1,medium,0
11822,lủi,v02779,4016,onset,l,lủi,rủi,ủi,tủi,1,easy,0
11823,en,v01315,4017,vowel,e,en,ên,an,ăn,1,medium,0
11824,en,v01315,4017,onset,,en,quen,đen,khen,1,easy,0
11825,en,v01315,4017,final,n,en,eng,em,e,1,medium,0
11826,giuộc,v01372,4018,onset,gi,giuộc,ruộc,cuộc,thuộc,1,medium,0
11827,rợ,v04695,4019,tone,nang,rợ,rớ,rờ,rỡ,1,hard,0
11828,rợ,v04695,4019,vowel,ơ,rợ,rộ,rự,rịa,1,hard,0
11829,rợ,v04695,4019,onset,r,rợ,dợ,vợ,trợ,1,medium,0
11830,lẹ,v02673,4020,tone,nang,lẹ,lè,lé,lẽ,1,hard,0
11831,lẹ,v02673,4020,vowel,e,lẹ,lệ,lộ,lựa,1,medium,0
11832,lẹ,v02673,4020,onset,l,lẹ,mẹ,nhẹ,ghẹ,1,easy,0
